qid,n_hits,n_relevant_qrel,n_relevant_in_hits,best_rank,found_in_top_k
1000122,1000,1,1,23.0,True
1000211,1000,1,1,4.0,True
1000255,1000,1,1,1.0,True
1000421,1000,1,1,7.0,True
1000541,1000,1,1,7.0,True
1000747,1000,1,1,1.0,True
1000769,1000,1,1,1.0,True
1000826,1000,1,1,4.0,True
1000870,1000,1,1,77.0,True
1000889,1000,1,0,,False
1000963,1000,1,1,63.0,True
1000964,1000,1,0,,False
1001053,1000,1,1,477.0,True
1001055,1000,1,1,127.0,True
1001082,1000,1,1,274.0,True
1001093,1000,1,1,3.0,True
100133,1000,1,1,1.0,True
100139,1000,1,1,3.0,True
1001619,1000,1,1,13.0,True
1001842,1000,1,1,1.0,True
1001862,1000,1,1,2.0,True
1001864,1000,1,1,20.0,True
1002031,1000,1,0,,False
1002118,1000,1,1,3.0,True
1002227,1000,1,1,7.0,True
1002431,1000,1,1,1.0,True
1002769,1000,1,1,16.0,True
1002790,1000,1,1,68.0,True
1002819,1000,1,1,13.0,True
1002944,1000,1,1,4.0,True
1002996,1000,1,0,,False
1003038,1000,1,1,53.0,True
1003181,1000,1,1,4.0,True
1003286,1000,1,1,5.0,True
1003460,1000,1,1,23.0,True
1003468,1000,1,1,10.0,True
1003678,1000,1,1,146.0,True
1003686,1000,1,0,,False
1003812,1000,1,1,4.0,True
1003873,1000,1,1,13.0,True
1003878,1000,1,1,1.0,True
1003999,1000,1,1,1.0,True
1004060,1000,1,1,32.0,True
1004066,1000,1,0,,False
1004120,1000,1,1,351.0,True
1004210,1000,1,1,4.0,True
1004285,1000,1,1,4.0,True
1004473,1000,1,1,52.0,True
1004539,1000,1,1,62.0,True
1004556,1000,1,1,347.0,True
1004579,1000,1,1,3.0,True
1004639,1000,1,1,1.0,True
1004694,1000,1,1,23.0,True
1004864,1000,1,1,1.0,True
1005106,1000,1,1,6.0,True
1005122,1000,1,1,17.0,True
1005142,1000,1,1,16.0,True
1005187,1000,1,1,15.0,True
100522,1000,1,1,2.0,True
1005286,1000,1,1,665.0,True
1005290,1000,1,1,58.0,True
10053,1000,2,2,5.0,True
1005311,1000,1,1,321.0,True
1005317,1000,1,1,47.0,True
1005400,1000,1,1,36.0,True
1005503,1000,1,1,341.0,True
1005593,1000,1,1,26.0,True
1005691,1000,1,1,733.0,True
1005839,1000,1,1,1.0,True
1005957,1000,1,1,1.0,True
1006145,1000,1,1,244.0,True
1006266,1000,1,0,,False
100646,1000,2,2,103.0,True
1006708,1000,1,1,533.0,True
1006743,1000,1,1,1.0,True
1006933,1000,1,0,,False
1006950,1000,1,1,32.0,True
1006993,1000,1,1,25.0,True
10071,1000,1,1,1.0,True
1007191,1000,1,1,541.0,True
1007192,1000,1,1,136.0,True
1007252,1000,1,1,2.0,True
1007302,1000,1,1,4.0,True
1007316,1000,1,1,127.0,True
1007622,1000,1,1,16.0,True
100770,1000,1,1,1.0,True
1007841,1000,1,1,5.0,True
1007940,1000,1,1,10.0,True
1007969,1000,1,1,22.0,True
1007974,1000,1,1,462.0,True
1007985,1000,1,1,2.0,True
1008059,1000,1,1,12.0,True
1008139,1000,1,1,1.0,True
1008142,1000,1,1,1.0,True
1008157,1000,1,0,,False
100827,1000,1,1,2.0,True
1008382,1000,1,1,611.0,True
1008420,1000,1,1,2.0,True
1008444,1000,1,0,,False
1008800,1000,1,1,44.0,True
1008882,1000,1,1,10.0,True
1009055,1000,1,1,291.0,True
1009103,1000,1,1,19.0,True
100942,1000,1,1,73.0,True
1009611,1000,1,1,3.0,True
1009717,1000,1,1,58.0,True
1009721,1000,1,0,,False
1009756,1000,2,2,2.0,True
1010029,1000,1,1,10.0,True
1010053,1000,1,1,447.0,True
1010061,1000,1,1,11.0,True
1010185,1000,1,1,66.0,True
1010212,1000,1,1,309.0,True
1010485,1000,1,1,1.0,True
1010643,1000,1,1,59.0,True
1010646,1000,1,1,54.0,True
1010719,1000,1,1,2.0,True
1010732,1000,1,0,,False
1010820,1000,1,1,10.0,True
1010837,1000,1,1,197.0,True
101106,1000,1,1,22.0,True
1011230,1000,1,1,104.0,True
1011660,1000,1,1,113.0,True
1011753,1000,1,1,15.0,True
1011830,1000,1,1,280.0,True
101185,1000,2,1,562.0,True
1011851,1000,1,1,3.0,True
101193,1000,1,0,,False
1011959,1000,1,1,8.0,True
1012135,1000,1,1,1.0,True
1012149,1000,1,1,12.0,True
1012183,1000,1,1,81.0,True
1012211,1000,2,2,2.0,True
1012291,1000,1,1,17.0,True
1012349,1000,1,1,39.0,True
1012359,1000,1,1,6.0,True
1012531,1000,1,1,4.0,True
101299,1000,1,1,4.0,True
1013200,1000,1,1,1.0,True
101334,1000,1,1,2.0,True
1013606,1000,1,1,132.0,True
1013835,1000,1,1,463.0,True
1013875,1000,1,1,4.0,True
1014003,1000,1,0,,False
1014194,1000,1,1,103.0,True
101420,1000,1,1,24.0,True
1014411,1000,1,0,,False
1014486,1000,1,1,11.0,True
101471,1000,1,1,200.0,True
1014878,1000,1,1,91.0,True
1015262,1000,1,1,272.0,True
1015377,1000,1,1,702.0,True
1015625,1000,1,0,,False
1015803,1000,1,1,65.0,True
1015895,1000,1,1,1.0,True
101594,1000,1,1,205.0,True
1016024,1000,1,0,,False
1016314,1000,1,1,3.0,True
1016321,1000,1,1,307.0,True
1016468,1000,1,1,347.0,True
1016478,1000,1,1,1.0,True
1016588,1000,1,1,45.0,True
1016645,1000,1,1,2.0,True
1016741,1000,1,1,2.0,True
1016831,1000,1,1,4.0,True
1016866,1000,1,0,,False
1016874,1000,1,1,1.0,True
1017045,1000,1,1,486.0,True
1017141,1000,1,1,3.0,True
1017321,1000,1,0,,False
1017458,1000,1,0,,False
1017499,1000,1,1,95.0,True
1017555,1000,2,1,98.0,True
1017818,1000,1,1,171.0,True
101813,1000,1,1,1.0,True
1018167,1000,1,0,,False
1018192,1000,1,1,157.0,True
1018225,1000,1,1,562.0,True
1018244,1000,1,1,3.0,True
1018289,1000,1,1,3.0,True
1018330,1000,1,1,90.0,True
10186,1000,2,2,11.0,True
1018688,1000,1,1,335.0,True
101878,1000,1,0,,False
1018946,1000,1,1,61.0,True
1018958,1000,2,2,39.0,True
1018985,1000,1,1,4.0,True
1019142,1000,2,1,18.0,True
10192,1000,1,1,39.0,True
101920,1000,1,1,9.0,True
1019373,1000,1,0,,False
1019423,1000,1,1,97.0,True
1019481,1000,1,1,20.0,True
1019500,1000,1,0,,False
1019501,1000,1,1,10.0,True
1019596,1000,1,1,181.0,True
1019635,1000,1,0,,False
1019742,1000,2,2,3.0,True
1019766,1000,1,1,391.0,True
1020039,1000,1,1,754.0,True
1020113,1000,1,1,289.0,True
1020183,1000,1,1,108.0,True
1020206,1000,3,3,1.0,True
1020365,1000,1,1,78.0,True
1020596,1000,1,1,233.0,True
1020623,1000,1,1,19.0,True
102075,1000,1,1,54.0,True
1020793,1000,1,1,7.0,True
1020947,1000,1,1,15.0,True
102095,1000,1,0,,False
1020967,1000,1,1,411.0,True
1021128,1000,1,1,2.0,True
1021129,1000,1,1,1.0,True
1021145,1000,1,1,20.0,True
1021223,1000,1,1,67.0,True
102150,1000,1,1,337.0,True
1021560,1000,1,1,957.0,True
1021620,1000,1,0,,False
1021859,1000,1,1,815.0,True
1021932,1000,1,1,24.0,True
1022025,1000,1,0,,False
1022578,1000,1,1,64.0,True
1022589,1000,2,2,1.0,True
1022591,1000,1,1,2.0,True
1022760,1000,3,2,3.0,True
1022843,1000,1,1,11.0,True
1022928,1000,1,1,2.0,True
1022938,1000,1,1,16.0,True
1023265,1000,1,0,,False
1023402,1000,1,1,135.0,True
1023567,1000,1,1,24.0,True
1023627,1000,1,1,11.0,True
1023796,1000,1,1,10.0,True
1023811,1000,2,1,56.0,True
1024310,1000,1,1,11.0,True
1024479,1000,1,1,158.0,True
1024484,1000,1,1,12.0,True
1024619,1000,1,1,440.0,True
102470,1000,1,1,139.0,True
1024706,1000,1,1,162.0,True
1024716,1000,1,1,322.0,True
1024731,1000,1,1,1.0,True
1024758,1000,1,1,4.0,True
1024889,1000,1,0,,False
1024929,1000,1,1,63.0,True
1024937,1000,1,1,338.0,True
1025598,1000,1,0,,False
1025618,1000,1,0,,False
1025671,1000,1,1,521.0,True
1025746,1000,1,0,,False
1025910,1000,1,1,23.0,True
1025957,1000,1,1,794.0,True
1026027,1000,1,1,9.0,True
1026187,1000,1,1,64.0,True
1026192,1000,1,1,5.0,True
102636,1000,1,1,15.0,True
1026450,1000,1,1,166.0,True
1026458,1000,1,1,133.0,True
1026550,1000,1,1,898.0,True
1026610,1000,1,1,3.0,True
1026637,1000,1,1,1.0,True
1026713,1000,1,1,33.0,True
1026787,1000,1,1,2.0,True
1027159,1000,1,1,590.0,True
1027236,1000,1,1,12.0,True
1027248,1000,1,1,2.0,True
1027267,1000,1,1,2.0,True
1027309,1000,1,0,,False
1027331,1000,1,1,21.0,True
1027411,1000,1,1,433.0,True
1027431,1000,1,1,8.0,True
1027438,1000,1,1,8.0,True
1027486,1000,1,0,,False
1027516,1000,1,1,4.0,True
102757,1000,1,1,204.0,True
1027676,1000,1,1,262.0,True
1027697,1000,1,1,1.0,True
1027786,1000,1,0,,False
1027932,1000,1,1,3.0,True
1028074,1000,1,1,2.0,True
1028157,1000,2,2,213.0,True
1028180,1000,1,1,24.0,True
1028308,1000,1,1,28.0,True
1028389,1000,1,0,,False
1028391,1000,1,1,3.0,True
1028484,1000,1,1,2.0,True
1028857,1000,1,1,222.0,True
1028868,1000,1,1,3.0,True
1028972,1000,1,1,3.0,True
102900,1000,1,1,2.0,True
1029002,1000,1,0,,False
1029210,1000,1,1,1.0,True
1029399,1000,1,1,1.0,True
102968,1000,1,1,548.0,True
1029693,1000,1,1,1.0,True
1029720,1000,1,1,14.0,True
102974,1000,1,1,18.0,True
1029793,1000,1,1,1.0,True
1029900,1000,1,0,,False
1030088,1000,1,1,68.0,True
1030366,1000,1,1,3.0,True
1030371,1000,1,1,1.0,True
1030444,1000,1,1,159.0,True
1030531,1000,1,1,2.0,True
1030537,1000,1,1,5.0,True
1030605,1000,1,1,13.0,True
103062,1000,1,1,241.0,True
1030648,1000,1,1,3.0,True
1030651,1000,1,1,1.0,True
1030801,1000,1,1,5.0,True
1030802,1000,1,1,1.0,True
1030857,1000,1,1,5.0,True
1030941,1000,1,0,,False
1031117,1000,1,1,2.0,True
1031297,1000,1,1,28.0,True
1031365,1000,1,1,7.0,True
1031460,1000,1,1,13.0,True
1031637,1000,1,1,261.0,True
103192,1000,1,0,,False
1032003,1000,1,1,12.0,True
1032071,1000,1,1,7.0,True
1032120,1000,1,1,36.0,True
1032291,1000,1,1,9.0,True
1032429,1000,1,1,135.0,True
1032660,1000,1,1,1.0,True
1032720,1000,1,1,4.0,True
1032924,1000,1,1,2.0,True
1033013,1000,1,1,23.0,True
1033032,1000,1,1,4.0,True
1033124,1000,1,1,78.0,True
1033317,1000,1,1,4.0,True
1033476,1000,1,1,1.0,True
1033656,1000,1,1,170.0,True
1033672,1000,1,0,,False
10338,1000,1,1,2.0,True
1033871,1000,1,1,63.0,True
1033906,1000,1,1,20.0,True
1034108,1000,1,1,18.0,True
1034150,1000,1,1,144.0,True
1034222,1000,1,1,1.0,True
1034325,1000,1,0,,False
103435,1000,1,1,143.0,True
1034428,1000,1,1,96.0,True
1034441,1000,1,1,82.0,True
1034522,1000,1,1,20.0,True
1034528,1000,1,1,3.0,True
1034581,1000,1,1,2.0,True
1034654,1000,1,1,21.0,True
1034704,1000,1,1,153.0,True
1034802,1000,1,1,2.0,True
1034887,1000,1,1,96.0,True
1034935,1000,1,0,,False
1035,1000,1,1,10.0,True
1035166,1000,1,1,53.0,True
1035254,1000,1,1,11.0,True
1035335,1000,1,1,1.0,True
1035557,1000,1,1,205.0,True
1035562,1000,1,1,3.0,True
1035621,1000,1,1,3.0,True
1035633,1000,1,1,557.0,True
1035950,1000,1,1,3.0,True
1036213,1000,1,1,5.0,True
1036255,1000,1,1,7.0,True
1036279,1000,1,1,76.0,True
1036343,1000,1,1,1.0,True
1036396,1000,1,1,46.0,True
103658,1000,1,1,3.0,True
1036591,1000,1,1,1.0,True
1036596,1000,1,1,17.0,True
1036834,1000,1,1,286.0,True
1036930,1000,1,1,2.0,True
1036972,1000,1,1,1.0,True
1037077,1000,1,1,294.0,True
1037190,1000,1,1,1.0,True
1037374,1000,1,1,3.0,True
103739,1000,1,1,21.0,True
1037654,1000,1,1,7.0,True
1037931,1000,1,1,13.0,True
1037979,1000,1,1,507.0,True
1038084,1000,1,1,13.0,True
1038132,1000,1,1,266.0,True
1038324,1000,1,1,1.0,True
1038351,1000,1,1,16.0,True
1038394,1000,1,1,21.0,True
1038439,1000,1,1,1.0,True
1038496,1000,1,1,1.0,True
1038635,1000,1,1,2.0,True
1038679,1000,1,1,252.0,True
1038845,1000,1,1,550.0,True
1038900,1000,1,1,27.0,True
1039037,1000,1,1,1.0,True
1039067,1000,1,1,381.0,True
1039071,1000,1,0,,False
1039203,1000,1,1,7.0,True
1039384,1000,1,1,7.0,True
1039580,1000,1,0,,False
1039638,1000,1,1,2.0,True
1039850,1000,1,1,39.0,True
1039864,1000,1,1,622.0,True
1039908,1000,1,1,690.0,True
1039955,1000,1,1,4.0,True
1039978,1000,1,0,,False
1039989,1000,2,2,2.0,True
1040105,1000,1,1,1.0,True
104011,1000,1,1,58.0,True
1040166,1000,1,1,30.0,True
1040221,1000,1,1,2.0,True
1040228,1000,1,1,3.0,True
1040342,1000,1,1,11.0,True
1040389,1000,1,0,,False
104041,1000,1,1,38.0,True
1040412,1000,1,1,112.0,True
1040599,1000,1,1,39.0,True
1040614,1000,2,0,,False
1040626,1000,1,1,273.0,True
104074,1000,1,1,4.0,True
1040806,1000,1,1,111.0,True
1040950,1000,1,1,49.0,True
1041008,1000,1,1,2.0,True
1041210,1000,1,0,,False
1041340,1000,1,1,5.0,True
1041391,1000,1,0,,False
1041447,1000,1,1,2.0,True
1041464,1000,1,1,2.0,True
104156,1000,1,1,17.0,True
1041859,1000,1,1,1.0,True
1041903,1000,1,1,7.0,True
1042057,1000,1,1,79.0,True
1042250,1000,1,1,2.0,True
1042368,1000,1,1,58.0,True
1042440,1000,1,1,3.0,True
1042457,1000,1,1,1.0,True
104250,1000,1,1,12.0,True
1042514,1000,1,1,55.0,True
1042588,1000,1,1,9.0,True
104259,1000,1,1,1.0,True
1042713,1000,1,1,11.0,True
1042823,1000,1,0,,False
1042907,1000,1,0,,False
1042964,1000,1,1,11.0,True
1042982,1000,1,1,169.0,True
104315,1000,1,1,581.0,True
1043166,1000,1,1,6.0,True
104319,1000,1,0,,False
1043320,1000,1,1,4.0,True
1043366,1000,1,1,472.0,True
104344,1000,1,1,3.0,True
1043444,1000,1,1,106.0,True
104345,1000,1,1,339.0,True
1043451,1000,1,1,113.0,True
1043492,1000,1,1,6.0,True
1043514,1000,1,1,10.0,True
1043558,1000,1,1,116.0,True
1044020,1000,1,0,,False
1044196,1000,1,1,3.0,True
1044203,1000,2,1,632.0,True
1044218,1000,1,0,,False
1044515,1000,1,0,,False
1044623,1000,1,1,20.0,True
1044627,1000,1,1,2.0,True
1044666,1000,1,1,2.0,True
1044680,1000,1,0,,False
1044721,1000,1,1,542.0,True
1044924,1000,1,1,2.0,True
1045331,1000,1,1,5.0,True
1045612,1000,1,1,29.0,True
1045659,1000,1,1,142.0,True
1045732,1000,1,1,486.0,True
1045795,1000,1,1,12.0,True
104584,1000,1,1,260.0,True
1045863,1000,1,1,441.0,True
1045901,1000,1,1,10.0,True
1045904,1000,1,1,8.0,True
1046179,1000,1,1,89.0,True
1046246,1000,1,1,1.0,True
1046377,1000,1,1,6.0,True
1046432,1000,1,0,,False
1046512,1000,1,1,214.0,True
1046518,1000,1,1,16.0,True
1046547,1000,1,1,200.0,True
1046731,1000,1,1,2.0,True
1046745,1000,1,1,27.0,True
1046776,1000,1,1,14.0,True
1046809,1000,2,2,169.0,True
1046884,1000,1,1,7.0,True
1047502,1000,1,1,13.0,True
104754,1000,1,1,5.0,True
1047587,1000,1,1,1.0,True
1047635,1000,1,1,9.0,True
1047717,1000,1,0,,False
1047934,1000,1,1,3.0,True
1048037,1000,1,1,5.0,True
1048130,1000,1,1,268.0,True
1048328,1000,1,1,264.0,True
1048407,1000,1,1,16.0,True
1048445,1000,1,1,15.0,True
1048544,1000,1,1,4.0,True
1048567,1000,1,1,5.0,True
1048615,1000,1,1,3.0,True
1048698,1000,1,1,146.0,True
1048855,1000,1,1,1.0,True
1049127,1000,1,1,68.0,True
1049370,1000,1,1,3.0,True
104971,1000,1,1,33.0,True
1049770,1000,1,1,7.0,True
1049932,1000,1,1,40.0,True
1049999,1000,1,1,6.0,True
1050003,1000,1,0,,False
1050200,1000,1,0,,False
1050217,1000,1,0,,False
1050416,1000,2,1,19.0,True
1050431,1000,1,1,2.0,True
105050,1000,1,1,16.0,True
1050517,1000,1,1,98.0,True
105059,1000,1,0,,False
1050970,1000,1,1,12.0,True
1051100,1000,1,1,13.0,True
1051726,1000,1,1,961.0,True
1051894,1000,1,1,372.0,True
1051946,1000,1,1,312.0,True
105201,1000,1,1,106.0,True
1052043,1000,1,1,910.0,True
1052080,1000,1,1,1.0,True
1052085,1000,1,1,359.0,True
1052162,1000,1,1,5.0,True
1052492,1000,1,0,,False
1052570,1000,1,0,,False
1052753,1000,1,1,39.0,True
1052799,1000,1,1,80.0,True
1053032,1000,1,1,2.0,True
1053322,1000,1,1,93.0,True
1053326,1000,1,1,36.0,True
1053339,1000,1,1,1.0,True
1053452,1000,7,7,2.0,True
1053526,1000,1,1,211.0,True
1053532,1000,1,1,3.0,True
1053623,1000,1,1,1.0,True
1053625,1000,1,1,3.0,True
1053656,1000,1,1,2.0,True
1053760,1000,1,1,6.0,True
1053854,1000,1,1,65.0,True
1054182,1000,1,1,39.0,True
105424,1000,1,1,4.0,True
1054245,1000,1,1,49.0,True
1054268,1000,1,1,12.0,True
1054660,1000,1,1,48.0,True
1054745,1000,1,0,,False
1054852,1000,1,1,14.0,True
1054890,1000,1,1,21.0,True
1055115,1000,1,1,6.0,True
105538,1000,1,1,455.0,True
105542,1000,1,1,16.0,True
1055464,1000,1,1,444.0,True
1055516,1000,2,1,12.0,True
1055536,1000,1,1,3.0,True
1055806,1000,1,1,5.0,True
1055845,1000,1,1,17.0,True
1056011,1000,1,1,94.0,True
1056014,1000,1,1,1.0,True
1056055,1000,1,1,3.0,True
1056142,1000,1,0,,False
1056209,1000,1,1,1.0,True
1056249,1000,1,1,548.0,True
1056356,1000,1,1,20.0,True
1056357,1000,1,1,35.0,True
1056479,1000,1,1,4.0,True
1056856,1000,1,1,1.0,True
1056863,1000,1,0,,False
1057027,1000,1,1,5.0,True
1057034,1000,1,1,7.0,True
1057056,1000,1,1,3.0,True
1057068,1000,1,1,1.0,True
1057114,1000,1,1,1.0,True
1057146,1000,1,1,25.0,True
1057158,1000,1,1,3.0,True
1057183,1000,1,1,7.0,True
1057350,1000,1,1,16.0,True
1057416,1000,1,1,72.0,True
1057478,1000,1,1,333.0,True
1057624,1000,1,1,346.0,True
1057629,1000,1,1,157.0,True
1057733,1000,1,1,4.0,True
1057799,1000,1,1,67.0,True
105793,1000,1,1,16.0,True
1057940,1000,1,0,,False
1058171,1000,1,1,2.0,True
105827,1000,1,1,2.0,True
1058393,1000,1,1,7.0,True
1058481,1000,1,1,4.0,True
1058578,1000,1,0,,False
1058682,1000,1,1,147.0,True
1058722,1000,1,1,95.0,True
10589,1000,1,1,8.0,True
1058940,1000,1,1,4.0,True
105900,1000,1,1,1.0,True
1059252,1000,1,1,30.0,True
1059339,1000,1,0,,False
105934,1000,1,1,14.0,True
1059472,1000,1,1,6.0,True
105958,1000,1,0,,False
1059636,1000,1,1,584.0,True
1059658,1000,1,1,610.0,True
1059776,1000,2,2,1.0,True
1059808,1000,1,1,194.0,True
1059884,1000,1,1,29.0,True
106004,1000,1,1,3.0,True
1060048,1000,1,1,5.0,True
1060234,1000,1,1,34.0,True
1060387,1000,1,1,14.0,True
1060644,1000,1,1,12.0,True
1060723,1000,1,1,14.0,True
1060750,1000,2,2,40.0,True
1060838,1000,1,1,32.0,True
1060864,1000,1,1,22.0,True
1060885,1000,1,1,47.0,True
1060901,1000,1,1,38.0,True
1061092,1000,1,1,15.0,True
1061291,1000,1,1,205.0,True
1061377,1000,1,0,,False
1061401,1000,1,1,159.0,True
1061448,1000,1,1,18.0,True
1061487,1000,1,1,260.0,True
1061634,1000,1,1,28.0,True
1061915,1000,1,0,,False
1061955,1000,1,1,33.0,True
10620,1000,1,1,234.0,True
1062238,1000,1,1,1.0,True
1062357,1000,1,1,265.0,True
1063130,1000,1,1,5.0,True
1063195,1000,1,1,14.0,True
1063262,1000,1,1,196.0,True
106335,1000,1,0,,False
1063605,1000,1,1,431.0,True
1063616,1000,1,1,305.0,True
1063918,1000,1,1,637.0,True
1064108,1000,1,1,6.0,True
1064338,1000,1,1,120.0,True
1064676,1000,1,1,424.0,True
1064990,1000,1,1,38.0,True
1065224,1000,1,1,334.0,True
1065343,1000,2,1,941.0,True
1065361,1000,1,1,13.0,True
1065506,1000,1,1,345.0,True
1065542,1000,1,1,91.0,True
1066010,1000,1,1,649.0,True
1066295,1000,2,0,,False
106635,1000,1,0,,False
1066396,1000,1,1,127.0,True
1066493,1000,1,1,2.0,True
1066514,1000,1,1,57.0,True
1066677,1000,1,0,,False
106683,1000,1,0,,False
106686,1000,1,0,,False
1066936,1000,2,2,38.0,True
1067028,1000,1,1,62.0,True
1067211,1000,1,1,1.0,True
1067530,1000,1,0,,False
1067746,1000,1,1,1.0,True
1067860,1000,1,1,664.0,True
1067976,1000,1,1,1.0,True
1068135,1000,1,1,33.0,True
106833,1000,1,0,,False
1068467,1000,1,1,201.0,True
1068475,1000,1,1,1.0,True
106848,1000,1,1,40.0,True
1068609,1000,1,1,25.0,True
1068638,1000,1,0,,False
1068645,1000,1,1,1.0,True
1068709,1000,1,0,,False
106873,1000,1,1,12.0,True
1068840,1000,1,1,27.0,True
1069379,1000,1,1,387.0,True
1069398,1000,1,1,2.0,True
1069426,1000,1,1,16.0,True
1069456,1000,1,1,14.0,True
1069593,1000,1,1,16.0,True
1069671,1000,1,1,3.0,True
1069677,1000,1,1,7.0,True
1069731,1000,1,1,332.0,True
1070289,1000,1,1,622.0,True
1070308,1000,1,1,1.0,True
1070332,1000,1,1,15.0,True
1070700,1000,1,1,45.0,True
1070860,1000,1,0,,False
1070924,1000,1,0,,False
1071119,1000,1,0,,False
1071147,1000,1,1,136.0,True
1071286,1000,2,2,40.0,True
107131,1000,1,1,522.0,True
1071433,1000,1,1,399.0,True
1071527,1000,1,1,203.0,True
1071576,1000,1,1,162.0,True
107173,1000,1,1,212.0,True
1071895,1000,1,1,119.0,True
1071949,1000,1,1,425.0,True
1072325,1000,1,1,1.0,True
1072458,1000,1,1,12.0,True
1072532,1000,1,1,445.0,True
1072566,1000,1,1,81.0,True
1072584,1000,1,1,1.0,True
1072614,1000,1,1,3.0,True
1072625,1000,1,1,251.0,True
1072795,1000,1,1,53.0,True
1072930,1000,1,1,134.0,True
1072976,1000,1,1,856.0,True
1073149,1000,1,1,8.0,True
107324,1000,1,1,146.0,True
1073708,1000,1,1,6.0,True
107389,1000,1,1,277.0,True
1073964,1000,1,1,125.0,True
1073997,1000,1,1,369.0,True
1074033,1000,1,1,804.0,True
1074090,1000,1,0,,False
1074219,1000,1,0,,False
1074324,1000,1,1,188.0,True
1074390,1000,1,1,7.0,True
1074426,1000,1,0,,False
1074473,1000,1,1,11.0,True
1074483,1000,1,1,48.0,True
1074501,1000,1,1,50.0,True
1074646,1000,1,1,3.0,True
1074688,1000,1,1,50.0,True
1074792,1000,1,1,48.0,True
1074797,1000,1,1,9.0,True
1074885,1000,1,1,5.0,True
1075249,1000,1,1,72.0,True
1075306,1000,1,1,4.0,True
1075312,1000,1,0,,False
1075525,1000,1,1,617.0,True
1075573,1000,1,1,29.0,True
1075833,1000,1,1,18.0,True
1075993,1000,1,1,161.0,True
1076045,1000,1,1,165.0,True
1076814,1000,1,1,1.0,True
1076972,1000,1,1,1.0,True
1077146,1000,1,1,8.0,True
1077160,1000,1,1,98.0,True
1077169,1000,1,0,,False
1077264,1000,1,1,7.0,True
1077773,1000,1,1,2.0,True
1077813,1000,1,1,14.0,True
1077999,1000,1,1,39.0,True
1078021,1000,1,1,9.0,True
1078073,1000,1,1,4.0,True
1078076,1000,1,1,3.0,True
107821,1000,1,0,,False
1078439,1000,1,0,,False
1078601,1000,1,0,,False
1078617,1000,1,1,1.0,True
1078714,1000,1,0,,False
1079045,1000,1,1,2.0,True
1079359,1000,1,0,,False
107965,1000,2,2,977.0,True
1079684,1000,1,1,581.0,True
1079704,1000,1,1,3.0,True
1079856,1000,1,1,2.0,True
1079863,1000,1,1,1.0,True
1079907,1000,1,1,337.0,True
1079980,1000,1,0,,False
1080107,1000,1,1,30.0,True
1080633,1000,1,1,25.0,True
1080668,1000,1,0,,False
1080670,1000,1,1,3.0,True
108082,1000,1,1,26.0,True
1081064,1000,1,0,,False
1081319,1000,1,1,22.0,True
1081350,1000,1,1,96.0,True
1081605,1000,1,1,14.0,True
1081624,1000,1,1,5.0,True
108174,1000,1,1,198.0,True
108178,1000,1,1,3.0,True
1082044,1000,1,1,1.0,True
108222,1000,1,1,115.0,True
1082224,1000,1,1,11.0,True
108267,1000,1,0,,False
108293,1000,1,1,1.0,True
108321,1000,1,0,,False
108365,1000,1,1,1.0,True
108415,1000,1,1,5.0,True
108474,1000,1,1,61.0,True
108660,1000,1,1,3.0,True
108714,1000,1,1,4.0,True
108846,1000,2,1,9.0,True
10890,1000,1,0,,False
108918,1000,1,1,620.0,True
108923,1000,1,1,106.0,True
108954,1000,1,1,846.0,True
109107,1000,1,1,346.0,True
109344,1000,2,0,,False
109374,1000,1,1,35.0,True
109384,1000,1,0,,False
109849,1000,1,0,,False
109907,1000,1,0,,False
109935,1000,1,1,10.0,True
109976,1000,1,1,72.0,True
109982,1000,1,1,413.0,True
110017,1000,1,1,387.0,True
110058,1000,1,0,,False
110113,1000,1,1,29.0,True
110136,1000,1,1,9.0,True
110355,1000,1,1,125.0,True
110427,1000,1,1,1.0,True
110456,1000,1,1,25.0,True
110478,1000,1,0,,False
110615,1000,1,1,114.0,True
110677,1000,1,1,2.0,True
11068,1000,1,1,388.0,True
110734,1000,1,1,33.0,True
110796,1000,1,1,847.0,True
110963,1000,1,1,91.0,True
110994,1000,1,1,18.0,True
111016,1000,1,1,765.0,True
111212,1000,1,1,4.0,True
111579,1000,1,1,34.0,True
111897,1000,1,1,20.0,True
111915,1000,1,1,325.0,True
112087,1000,1,1,292.0,True
112124,1000,1,1,19.0,True
112132,1000,1,1,229.0,True
112320,1000,1,1,9.0,True
11234,1000,1,1,1.0,True
112544,1000,1,1,38.0,True
112561,1000,1,1,2.0,True
112624,1000,1,1,49.0,True
112977,1000,1,1,2.0,True
113014,1000,1,1,35.0,True
113107,1000,1,1,5.0,True
113141,1000,1,1,6.0,True
113312,1000,1,1,3.0,True
113400,1000,1,1,683.0,True
113568,1000,1,0,,False
113657,1000,1,1,1.0,True
113679,1000,1,0,,False
1137100,1000,1,1,120.0,True
1137376,1000,1,1,4.0,True
1137384,1000,1,1,57.0,True
1137391,1000,1,1,338.0,True
1137777,1000,1,1,1.0,True
1137795,1000,1,1,16.0,True
1137917,1000,1,1,13.0,True
1138031,1000,1,1,1.0,True
1138040,1000,1,1,3.0,True
1138065,1000,1,1,10.0,True
113810,1000,1,0,,False
1138177,1000,1,1,6.0,True
1138297,1000,1,1,12.0,True
1138411,1000,1,1,2.0,True
1138458,1000,1,1,8.0,True
1138529,1000,1,1,414.0,True
